Talk_ID,Speaker,Topic,Source_Url,Video_Description,Staged_At,Video_Duration,Date_Created(mm/yyyy),Publised_On,Total_Views
2112,Susan Etlinger,What do we do with all this big data?,http://www.ted.com/talks/view/id/2112,"Does a set of data make you feel more comfortable? More successful? Then your interpretation of it is likely wrong. In a surprisingly moving talk, Susan Etlinger explains why, as we receive more and more data, we need to deepen our critical thinking skills. Because it's hard to move beyond counting things to really understanding them.",TED@IBM,0:12:23,9/2014,10/20/14,13.98891329
2060,Eric Liu,Why ordinary people need to understand power,http://www.ted.com/talks/view/id/2060,"Far too many Americans are illiterate in power -- what it is, how it operates and why some people have it. As a result, those few who do understand power wield disproportionate influence over everyone else. ""We need to make civics sexy again,"" says civics educator Eric Liu. ""As sexy as it was during the American Revolution or the Civil Rights Movement.""",TEDCity2.0,0:17:15,9/2013,8/14/14,14.38577516
1917,Maya Penn,"Meet a young entrepreneur, cartoonist, designer, activist ...",http://www.ted.com/talks/view/id/1917,"Maya Penn started her first company when she was 8 years old, and thinks deeply about how to be responsible both to her customers and to the planet. She shares her story -- and some animations, and some designs, and some infectious energy -- in this charming talk.",TEDWomen 2013,0:07:16,12/2013,1/31/14,14.17824143
589,Daniel Libeskind,17 words of architectural inspiration,http://www.ted.com/talks/view/id/589,"Daniel Libeskind builds on very big ideas. Here, he shares 17 words that underlie his vision for architecture -- raw, risky, emotional, radical -- and that offer inspiration for any bold creative pursuit.",TED2009,0:18:36,2/2009,7/1/09,13.53511785
1215,Skylar Tibbits,Can we make things that make themselves?,http://www.ted.com/talks/view/id/1215,"MIT researcher Skylar Tibbits works on self-assembly -- the idea that instead of building something (a chair, a skyscraper), we can create materials that build themselves, much the way a strand of DNA zips itself together. It's a big concept at early stages; Tibbits shows us three in-the-lab projects that hint at what a self-assembling future might look like.",TED2011,0:06:04,3/2011,9/1/11,13.78854832
887,Cameron Herold,Let's raise kids to be entrepreneurs,http://www.ted.com/talks/view/id/887,"Bored in school, failing classes, at odds with peers: This child might be an entrepreneur, says Cameron Herold. In his talk, he makes the case for parenting and education that helps would-be entrepreneurs flourish -- as kids and as adults.",TEDxEdmonton,0:21:24,3/2010,6/17/10,14.25442785
1613,Julie Burstein,4 lessons in creativity,http://www.ted.com/talks/view/id/1613,"Radio host Julie Burstein talks with creative people for a living -- and shares four lessons about how to create in the face of challenge, self-doubt and loss. Hear insights from filmmaker Mira Nair, writer Richard Ford, sculptor Richard Serra and photographer Joel Meyerowitz.",TED2012,0:17:20,2/2012,11/12/12,14.36823926
2371,Josh Luber,Why sneakers are a great investment,http://www.ted.com/talks/view/id/2371,"Josh Luber is a ""sneakerhead,"" a collector of rare or limited sneakers. With their insatiable appetite for exclusive sneakers, these tastemakers drive marketing and create hype for the brands they love, specifically Nike, which absolutely dominates the multi-billion dollar secondary market for sneakers. Luber's company, Campless, collects data about this market and analyzes it for collectors and investors. In this talk, he takes us on a journey into this complicated, unregulated market and imagines how it could be a model for a stock market for commerce.",TED@IBM,0:11:51,10/2015,11/16/15,14.38417556
797,Eric Dishman,Take health care off the mainframe,http://www.ted.com/talks/view/id/797,"At TEDMED, Eric Dishman makes a bold argument: The US health care system is like computing circa 1959, tethered to big, unwieldy central systems: hospitals, doctors, nursing homes. As our aging population booms, it's imperative, he says, to create personal, networked, home-based health care for all.",TEDMED 2009,0:16:41,10/2009,3/16/10,12.85175603
2009,Kitra Cahana,A glimpse of life on the road,http://www.ted.com/talks/view/id/2009,"As a young girl, photojournalist and TED Fellow Kitra Cahana dreamed about running away from home to live freely on the road. Now as an adult and self-proclaimed vagabond, she follows modern nomads into their homes -- boxcars, bus stops, parking lots, rest stop bathrooms -- giving a glimpse into a culture on the margins.",TED2014,0:05:00,3/2014,5/28/14,14.17842996
727,Dan Buettner,How to live to be 100+,http://www.ted.com/talks/view/id/727,"To find the path to long life and health, Dan Buettner and team study the world's ""Blue Zones,"" communities whose elders live with vim and vigor to record-setting age. In his talk, he shares the 9 common diet and lifestyle habits that keep them spry past age 100.",TEDxTC,0:19:39,9/2009,1/6/10,14.93720571
2583,Michael Shellenberger,How fear of nuclear power is hurting the environment,http://www.ted.com/talks/view/id/2583,"""We're not in a clean energy revolution; we're in a clean energy crisis,"" says climate policy expert Michael Shellenberger. His surprising solution: nuclear. In this passionate talk, he explains why it's time to overcome longstanding fears of the technology, and why he and other environmentalists believe it's past time to embrace nuclear as a viable and desirable source of clean power.",TEDSummit,0:13:58,6/2016,9/14/16,13.95797927
955,Chris Anderson,How web video powers global innovation,http://www.ted.com/talks/view/id/955,"TED's Chris Anderson says the rise of web video is driving a worldwide phenomenon he calls Crowd Accelerated Innovation -- a self-fueling cycle of learning that could be as significant as the invention of print. But to tap into its power, organizations will need to embrace radical openness. And for TED, it means the dawn of a whole new chapter ...",TEDGlobal 2010,0:18:53,7/2010,9/14/10,14.05575112
2385,Kristen Marhaver,How we're growing baby corals to rebuild reefs,http://www.ted.com/talks/view/id/2385,"Kristen Marhaver studies corals, tiny creatures the size of a poppyseed that, over hundreds of slow years, create beautiful, life-sustaining ocean structures hundreds of miles long. As she admits, it's easy to get sad about the state of coral reefs; they're in the news lately because of how quickly they're bleaching, dying and turning to slime. But the good news is that we're learning more and more about these amazing marine invertebrates -- including how to help them (and help them help us). This biologist and TED Senior Fellow offers a glimpse into the wonderful and mysterious lives of these hard-working and fragile creatures.",Mission Blue II,0:13:46,10/2015,12/1/15,13.45565341
921,Tan Le,A headset that reads your brainwaves,http://www.ted.com/talks/view/id/921,"Tan Le's astonishing new computer interface reads its user's brainwaves, making it possible to control virtual objects, and even physical electronics, with mere thoughts (and a little concentration). She demos the headset, and talks about its far-reaching applications.",TEDGlobal 2010,0:10:36,7/2010,7/21/10,14.71167491
2282,Ash Beckham,When to take a stand -- and when to let it go,http://www.ted.com/talks/view/id/2282,"Ash Beckham recently found herself in a situation that made her ask: who am I? She felt pulled between two roles -- as an aunt and as an advocate. Each of us feels this struggle sometimes, she says -- and offers bold suggestions for how to stand up for your moral integrity when it isnâ€™t convenient.",TEDxBoulder,0:15:35,9/2014,7/10/15,14.17115777
388,Graham Hawkes,A flight through the ocean,http://www.ted.com/talks/view/id/388,"Graham Hawkes takes us aboard his graceful, winged submarines to the depths of planet Ocean (a.k.a. ""Earth""). It's a deep blue world we landlubbers rarely see in 3D.",TED2005,0:12:11,2/2005,11/3/08,12.83095972
476,Nalini Nadkarni,Conserving the canopy,http://www.ted.com/talks/view/id/476,"A unique ecosystem of plants, birds and monkeys thrives in the treetops of the rainforest. Nalini Nadkarni explores these canopy worlds -- and shares her findings with the world below, through dance, art and bold partnerships.",TED2009,0:16:30,2/2009,3/4/09,12.86249619
1408,Tierney Thys + Plankton Chronicles Project,The secret life of plankton,http://www.ted.com/talks/view/id/1408,"New videography techniques have opened up the oceans' microscopic ecosystem, revealing it to be both mesmerizingly beautiful and astoundingly complex. Explore this hidden world that underpins our own food chain -- in the first-ever TEDTalk given by a fish ...",TED-Ed,0:06:02,11/2011,4/2/12,12.1762112
533,Mae Jemison,Teach arts and sciences together,http://www.ted.com/talks/view/id/533,"Mae Jemison is an astronaut, a doctor, an art collector, a dancer ... Telling stories from her own education and from her time in space, she calls on educators to teach both the arts and sciences, both intuition and logic, as one -- to create bold thinkers.",TED2002,0:14:48,2/2002,5/5/09,13.49497053
2001,Sara Lewis,The loves and lies of fireflies,http://www.ted.com/talks/view/id/2001,"Biologist Sara Lewis has spent the past 20 years getting to the bottom of the magic and wonder of fireflies. In this charming talk, she tells us how and why the beetles produce their silent sparks, what happens when two fireflies have sex, and why one group of females is known as the firefly vampire. (It's not pretty.) Find out more astonishing facts about fireflies in Lewis' footnotes, below.",TED2014,0:13:51,3/2014,7/1/14,13.76862228
3,Ashraf Ghani,How to rebuild a broken state,http://www.ted.com/talks/view/id/3,"Ashraf Ghani's passionate and powerful 10-minute talk, emphasizing the necessity of both economic investment and design ingenuity to rebuild broken states, is followed by a conversation with TED curator Chris Anderson on the future of Afghanistan.",TEDGlobal 2005,0:18:45,7/2005,10/18/06,13.58046774
2194,Nadine Burke Harris,How childhood trauma affects health across a lifetime,http://www.ted.com/talks/view/id/2194,"Childhood trauma isnâ€™t something you just get over as you grow up. Pediatrician Nadine Burke Harris explains that the repeated stress of abuse, neglect and parents struggling with mental health or substance abuse issues has real, tangible effects on the development of the brain. This unfolds across a lifetime, to the point where those whoâ€™ve experienced high levels of trauma are at triple the risk for heart disease and lung cancer. An impassioned plea for pediatric medicine to confront the prevention and treatment of trauma, head-on.",TEDMED 2014,0:15:59,9/2014,2/17/15,14.87177677
800,Shekhar Kapur,We are the stories we tell ourselves,http://www.ted.com/talks/view/id/800,"Where does creative inspiration spring from? At TEDIndia, Hollywood/Bollywood director Shekhar Kapur (""Elizabeth,"" ""Mr. India"") pinpoints his source of creativity: sheer, utter panic. He shares a powerful way to unleash your inner storyteller.",TEDIndia 2009,0:21:14,11/2009,3/19/10,13.49463289
1531,Daphne Koller,What we're learning from online education,http://www.ted.com/talks/view/id/1531,"Daphne Koller is enticing top universities to put their most intriguing courses online for free -- not just as a service, but as a way to research how people learn. With Coursera (cofounded by Andrew Ng), each keystroke, quiz, peer-to-peer discussion and self-graded assignment builds an unprecedented pool of data on how knowledge is processed.",TEDGlobal 2012,0:20:40,6/2012,8/1/12,14.63065278
623,Joshua Silver,Adjustable liquid-filled eyeglasses,http://www.ted.com/talks/view/id/623,"Josh Silver delivers his brilliantly simple solution for correcting vision at the lowest cost possible -- adjustable, liquid-filled lenses. At TEDGlobal 2009, he demos his affordable eyeglasses and reveals his global plan to distribute them to a billion people in need by 2020.",TEDGlobal 2009,0:05:34,7/2009,9/1/09,13.51981782
1074,Krista Tippett,Reconnecting with compassion,http://www.ted.com/talks/view/id/1074,"The term ""compassion"" -- typically reserved for the saintly or the sappy -- has fallen out of touch with reality. At a special TEDPrize@UN, journalist Krista Tippett deconstructs the meaning of compassion through several moving stories, and proposes a new, more attainable definition for the word.",TEDPrize@UN,0:15:53,11/2010,2/14/11,13.42804056
503,Christopher C. Deam,"The Airstream, restyled",http://www.ted.com/talks/view/id/503,"In this low-key, image-packed talk from 2002, designer Christopher C. Deam talks about his makeover of an American classic: the Airstream travel trailer.",TED2002,0:06:21,2/2002,4/2/09,12.63214724
2717,S_ Percussion,"""Music for Wood and Strings""",http://www.ted.com/talks/view/id/2717,"SOç Percussion creates adventurous compositions with new, unconventional instruments. Performing ""Music for Wood and Strings"" by Bryce Dessner of The National, the quartet plays custom-made dulcimer-like instruments that combine the sound of an electric guitar with the percussionist's toolkit to create a hypnotic effect.",TED2016,0:10:09,2/2016,3/31/17,13.27784289
1667,Andreas Schleicher,Use data to build better schools,http://www.ted.com/talks/view/id/1667,"How can we measure what makes a school system work? Andreas Schleicher walks us through the PISA test, a global measurement that ranks countries against one another -- then uses that same data to help schools improve. Watch to find out where your country stacks up, and learn the single factor that makes some systems outperform others.",TEDGlobal 2012,0:19:47,6/2012,2/21/13,13.43783521
938,Lee Hotz,Inside an Antarctic time machine,http://www.ted.com/talks/view/id/938,"Science columnist Lee Hotz describes a remarkable project at WAIS Divide, Antarctica, where a hardy team are drilling into ten-thousand-year-old ice to extract vital data on our changing climate.",TEDGlobal 2010,0:09:45,7/2010,8/24/10,13.28592336
975,Stacey Kramer,The best gift I ever survived,http://www.ted.com/talks/view/id/975,"Stacey Kramer offers a moving, personal, 3-minute parable that shows how an unwanted experience -- frightening, traumatic, costly -- can turn out to be a priceless gift.",TED2010,0:03:17,2/2010,10/8/10,15.02974533
2226,Kevin Rudd,Are China and the US doomed to conflict?,http://www.ted.com/talks/view/id/2226,"The former prime minister of Australia, Kevin Rudd is also a longtime student of China, with a unique vantage point to watch its power rise in the past few decades. He asks whether the growing ambition of China will inevitably lead to conflict with other major powers -- and suggests another narrative.",TED2015,0:20:01,3/2015,4/1/15,14.23098606
610,Willard Wigan,Hold your breath for micro-sculpture,http://www.ted.com/talks/view/id/610,"Willard Wigan tells the story of how a difficult and lonely childhood drove him to discover his unique ability -- to create art so tiny that it can't be seen with the naked eye. His slideshow of figures, as seen through a microscope, can only be described as mind-boggling.",TEDGlobal 2009,0:19:43,7/2009,8/3/09,13.35773901
218,Pamelia Kurstin,The untouchable music of the theremin,http://www.ted.com/talks/view/id/218,"Virtuoso Pamelia Kurstin performs and discusses her theremin, the not-just-for-sci-fi electronic instrument that is played without being touched. Songs include ""Autumn Leaves,"" ""Lush Life"" and David Mashâ€™s ""Listen, Words Are Gone.""",TED2002,0:19:11,2/2002,2/13/08,14.32335655
143,Emily Oster,Flip your thinking on AIDS in Africa,http://www.ted.com/talks/view/id/143,Emily Oster re-examines the stats on AIDS in Africa from an economic perspective and reaches a stunning conclusion: Everything we know about the spread of HIV on the continent is wrong.,TED2007,0:15:34,3/2007,7/12/07,13.65256448
156,Patrick Awuah,How to educate leaders? Liberal arts,http://www.ted.com/talks/view/id/156,"A liberal arts education is critical to forming true leaders, says university head Patrick Awuah -- because it builds decision-making skills, an ethical framework and a broad vision. Awuah himself left a career at Microsoft in the US to found a liberal arts school in Africa: Ashesi University, in his home nation of Ghana. A passionate talk about dreaming, doing and leading.",TEDGlobal 2007,0:17:31,6/2007,8/3/07,13.96438305
2664,Dan Bricklin,Meet the inventor of the electronic spreadsheet,http://www.ted.com/talks/view/id/2664,"Dan Bricklin changed the world forever when he codeveloped VisiCalc, the first electronic spreadsheet and grandfather of programs you probably use every day like Microsoft Excel and Google Sheets. Join the software engineer and computing legend as he explores the tangled web of first jobs, daydreams and homework problems that led to his transformational invention.",TEDxBeaconStreet,0:12:00,11/2016,1/11/17,13.7619125
2667,Emily Parsons-Lord,Art made of the air we breathe,http://www.ted.com/talks/view/id/2667,"Emily Parsons-Lord re-creates air from distinct moments in Earth's history -- from the clean, fresh-tasting air of the Carboniferous period to the soda-water air of the Great Dying to the heavy, toxic air of the future we're creating. By turning air into art, she invites us to know the invisible world around us. Breathe in the Earth's past and future in this imaginative, trippy talk.",TEDxYouth@Sydney,0:10:49,5/2016,1/19/17,13.5740821
1156,Robert Gupta + Joshua Roman,"On violin and cello, ""Passacaglia""",http://www.ted.com/talks/view/id/1156,"It's a master class in collaboration as violinist Robert Gupta and cellist Joshua Roman perform Halvorsen's ""Passacaglia"" for violin and viola. Roman takes the viola part on his Stradivarius cello. It's powerful to watch the two musicians connect moment to moment (and recover from a mid-performance hiccup). The two are both TED Fellows, and their deep connection powers this sparkling duet.",TED2011,0:09:21,3/2011,5/27/11,13.53662832
2647,Laura Vanderkam,How to gain control of your free time,http://www.ted.com/talks/view/id/2647,"There are 168 hours in each week. How do we find time for what matters most? Time management expert Laura Vanderkam studies how busy people spend their lives, and she's discovered that many of us drastically overestimate our commitments each week, while underestimating the time we have to ourselves. She offers a few practical strategies to help find more time for what matters to us, so we can ""build the lives we want in the time we've got.""",TEDWomen 2016,0:11:54,10/2016,12/17/16,15.23324544
2721,Moshe Szyf,How early life experience is written into DNA,http://www.ted.com/talks/view/id/2721,"Moshe Szyf is a pioneer in the field of epigenetics, the study of how living things reprogram their genome in response to social factors like stress and lack of food. His research suggests that biochemical signals passed from mothers to offspring tell the child what kind of world they're going to live in, changing the expression of genes. ""DNA isn't just a sequence of letters; it's not just a script."" Szyf says. ""DNA is a dynamic movie in which our experiences are being written.""",TEDxBratislava,0:16:35,7/2016,3/30/17,13.64806658
1107,Ralph Langner,"Cracking Stuxnet, a 21st-century cyber weapon",http://www.ted.com/talks/view/id/1107,"When first discovered in 2010, the Stuxnet computer worm posed a baffling puzzle. Beyond its sophistication loomed a more troubling mystery: its purpose. Ralph Langner and team helped crack the code that revealed this digital warhead's final target. In a fascinating look inside cyber-forensics, he explains how -- and makes a bold (and, it turns out, correct) guess at its shocking origins.",TED2011,0:10:40,3/2011,3/29/11,14.10280155
2600,Alyssa Monks,How loss helped one artist find beauty in imperfection,http://www.ted.com/talks/view/id/2600,"Painter Alyssa Monks finds beauty and inspiration in the unknown, the unpredictable and even the awful. In a poetic, intimate talk, she describes the interaction of life, paint and canvas through her development as an artist, and as a human.",TEDxIndianaUniversity,0:13:08,11/2015,10/26/16,13.89288725
55,Jehane Noujaim,My wish: A global day of film,http://www.ted.com/talks/view/id/55,Jehane Noujaim unveils her 2006 TED Prize wish: to bring the world together for one day a year through the power of film.,TED2006,0:25:38,2/2006,7/25/06,12.85309997
114,Tom Rielly,A comic sendup of TED2006,http://www.ted.com/talks/view/id/114,"Satirist Tom Rielly delivers a wicked parody of the 2006 TED conference, taking down the $100 laptop, the plight of the polar bear, and people who mention, one too many times, that they work at Harvard. Watch for a special moment between Tom and Al Gore.",TED2006,0:19:55,2/2006,4/16/07,13.30716519
1344,Shawn Achor,The happy secret to better work,http://www.ted.com/talks/view/id/1344,"We believe we should work hard in order to be happy, but could we be thinking about things backwards? In this fast-moving and very funny talk, psychologist Shawn Achor argues that, actually, happiness inspires us to be more productive.",TEDxBloomington,0:12:20,3/2011,2/1/12,16.56624214
1855,Mariana Mazzucato,"Government -- investor, risk-taker, innovator",http://www.ted.com/talks/view/id/1855,"Why doesnâ€™t the government just get out of the way and let the private sector -- the ""real revolutionaries"" -- innovate? Itâ€™s rhetoric you hear everywhere, and Mariana Mazzucato wants to dispel it. In an energetic talk, she shows how the state -- which many see as a slow, hunkering behemoth -- is really one of our most exciting risk-takers and market-shapers.",TEDGlobal 2013,0:14:04,6/2013,10/28/13,13.59706471
1157,Malcolm McLaren,Authentic creativity vs. karaoke culture,http://www.ted.com/talks/view/id/1157,"How does one find authentic creativity? In his last talk before passing away, Malcolm McLaren tells remarkable stories from his own life, from failing school to managing the Sex Pistols. He argues that we're living in a karaoke culture, with false promises of instant success, and that messiness and failure are the key to true learning.",Handheld Learning,0:46:01,10/2009,5/30/11,12.43191256
845,George Whitesides,Toward a science of simplicity,http://www.ted.com/talks/view/id/845,"Simplicity: We know it when we see it -- but what is it, exactly? In this funny, philosophical talk, George Whitesides chisels out an answer.",TED2010,0:18:35,2/2010,4/28/10,13.32817845
561,Yann Arthus-Bertrand,A wide-angle view of fragile Earth,http://www.ted.com/talks/view/id/561,"In this image-filled talk, Yann Arthus-Bertrand displays his three most recent projects on humanity and our habitat -- stunning aerial photographs in his series ""The Earth From Above,"" personal interviews from around the globe featured in his web project ""6 billion Others,"" and his soon-to-be-released movie, ""Home,"" which documents human impact on the environment through breathtaking video.",TED2009,0:14:54,2/2009,6/3/09,13.51154869
2575,Jonathan Tepperman,The risky politics of progress,http://www.ted.com/talks/view/id/2575,"Global problems such as terrorism, inequality and political dysfunction aren't easy to solve, but that doesn't mean we should stop trying. In fact, suggests journalist Jonathan Tepperman, we might even want to think riskier. He traveled the world to ask global leaders how they're tackling hard problems -- and unearthed surprisingly hopeful stories that he's distilled into three tools for problem-solving.",TEDSummit,0:18:16,6/2016,9/1/16,13.74559333
2010,Sting,How I started writing songs again,http://www.ted.com/talks/view/id/2010,"Stingâ€™s early life was dominated by a shipyard--and he dreamed of nothing more than escaping the industrial drudgery. But after a nasty bout of writerâ€™s block that stretched on for years, Sting found himself channeling the stories of the shipyard workers he knew in his youth for song material. In a lyrical, confessional talk, Sting treats us to songs from his upcoming musical, and to an encore of ""Message in a Bottle.""",TED2014,0:23:15,3/2014,5/30/14,14.45701175
1773,Margaret Heffernan,The dangers of willful blindness,http://www.ted.com/talks/view/id/1773,"Gayla Benefield was just doing her job -- until she uncovered an awful secret about her hometown that meant its mortality rate was 80 times higher than anywhere else in the US. But when she tried to tell people about it, she learned an even more shocking truth: People didn't want to know. In a talk that's part history lesson, part call-to-action, Margaret Heffernan demonstrates the danger of willful blindness, and praises ordinary people like Benefield who are willing to speak up.",TEDxDanubia,0:14:38,6/2013,8/12/13,14.22956467
2458,Tim Urban,Inside the mind of a master procrastinator,http://www.ted.com/talks/view/id/2458,"Tim Urban knows that procrastination doesn't make sense, but he's never been able to shake his habit of waiting until the last minute to get things done. In this hilarious and insightful talk, Urban takes us on a journey through YouTube binges, Wikipedia rabbit holes and bouts of staring out the window -- and encourages us to think harder about what we're really procrastinating on, before we run out of time.",TED2016,0:14:03,2/2016,3/15/16,16.3847065
1122,Marcin Jakubowski,Open-sourced blueprints for civilization,http://www.ted.com/talks/view/id/1122,"Using wikis and digital fabrication tools, TED Fellow Marcin Jakubowski is open-sourcing the blueprints for 50 farm machines, allowing anyone to build their own tractor or harvester from scratch. And that's only the first step in a project to write an instruction set for an entire self-sustaining village (starting cost: $10,000).",TED2011,0:04:10,3/2011,4/14/11,14.19595388
1494,Elyn Saks,A tale of mental illness -- from the inside,http://www.ted.com/talks/view/id/1494,"""Is it okay if I totally trash your office?"" It's a question Elyn Saks once asked her doctor, and it wasn't a joke. A legal scholar, in 2007 Saks came forward with her own story of schizophrenia, controlled by drugs and therapy but ever-present. In this powerful talk, she asks us to see people with mental illness clearly, honestly and compassionately.",TEDGlobal 2012,0:14:52,6/2012,6/29/12,14.96729166
163,Steven Pinker,The surprising decline in violence,http://www.ted.com/talks/view/id/163,"Steven Pinker charts the decline of violence from Biblical times to the present, and argues that, though it may seem illogical and even obscene, given Iraq and Darfur, we are living in the most peaceful time in our species' existence.",TED2007,0:19:15,3/2007,9/10/07,14.49714876
2388,Danit Peleg,Forget shopping. Soon you'll download your new clothes,http://www.ted.com/talks/view/id/2388,"Downloadable, printable clothing may be coming to a closet near you. What started as designer Danit Peleg's fashion school project turned into a collection of 3D-printed designs that have the strength and flexibility for everyday wear. ""Fashion is a very physical thing,"" she says. ""I wonder what our world will look like when our clothes will be digital.""",TEDYouth 2015,0:06:20,11/2015,12/8/15,14.2587434
2251,Elora Hardy,"Magical houses, made of bamboo",http://www.ted.com/talks/view/id/2251,"You've never seen buildings like this. The stunning bamboo homes built by Elora Hardy and her team in Bali twist, curve and surprise at every turn. They defy convention because the bamboo itself is so enigmatic. No two poles of bamboo are alike, so every home, bridge and bathroom is exquisitely unique. In this beautiful, immersive talk, she shares the potential of bamboo, as both a sustainable resource and a spark for the imagination. ""We have had to invent our own rules,"" she says.",TED2015,0:10:17,3/2015,5/12/15,14.96689586
1983,Elizabeth Gilbert,"Success, failure and the drive to keep creating",http://www.ted.com/talks/view/id/1983,"Elizabeth Gilbert was once an ""unpublished diner waitress,"" devastated by rejection letters. And yet, in the wake of the success of 'Eat, Pray, Love,' she found herself identifying strongly with her former self. With beautiful insight, Gilbert reflects on why success can be as disorienting as failure and offers a simple -- though hard -- way to carry on, regardless of outcomes.",TED2014,0:07:18,3/2014,4/25/14,15.06210252
2067,Martin Rees,Can we prevent the end of the world?,http://www.ted.com/talks/view/id/2067,"A post-apocalyptic Earth, emptied of humans, seems like the stuff of science fiction TV and movies. But in this short, surprising talk, Lord Martin Rees asks us to think about our real existential risks -- natural and human-made threats that could wipe out humanity. As a concerned member of the human race, he asks: Whatâ€™s the worst thing that could possibly happen?",TED2014,0:06:52,3/2014,8/25/14,14.00785093
2363,Cesar Harada,How I teach kids to love science,http://www.ted.com/talks/view/id/2363,"At the Harbour School in Hong Kong, TED Senior Fellow Cesar Harada teaches citizen science and invention to the next generation of environmentalists. He's moved his classroom into an industrial mega-space where imaginative kids work with wood, metal, chemistry, biology, optics and, occasionally, power tools to create solutions to the threats facing the world's oceans. There, he instills a universal lesson that his own parents taught him at a young age: ""You can make a mess, but you have to clean up after yourself.""",TED Fellows Retreat 2015,0:09:48,8/2015,10/27/15,14.27391088
488,Adam Savage,My obsession with objects and the stories they tell,http://www.ted.com/talks/view/id/488,"Adam Savage talks about his fascination with the dodo bird, and how it led him on a strange and surprising double quest. It's an entertaining adventure through the mind of a creative obsessive.",EG 2008,0:15:38,12/2008,3/18/09,14.33078089
1492,Don Tapscott,Four principles for the open world,http://www.ted.com/talks/view/id/1492,"The recent generations have been bathed in connecting technology from birth, says futurist Don Tapscott, and as a result the world is transforming into one that is far more open and transparent. In this inspiring talk, he lists the four core principles that show how this open world can be a far better place.",TEDGlobal 2012,0:17:50,6/2012,6/28/12,13.80919465
627,Steve Truglia,A leap from the edge of space,http://www.ted.com/talks/view/id/627,"At his day job, Steve Truglia flips cars, walks through fire and falls out of buildings -- pushing technology to make stunts bigger, safer, more awesome. He talks us through his next stunt: the highest jump ever attempted, from the very edge of space.",TEDGlobal 2009,0:14:30,7/2009,9/4/09,13.2483791
179,Kenichi Ebina,My magic moves,http://www.ted.com/talks/view/id/179,Kenichi Ebina moves his body in a manner that appears to defy the limits imposed by the human skeleton. He combines breakdancing and hip-hop with mime using movements that are simultaneously precise and fluid.,TED2007,0:03:32,3/2007,10/3/07,14.34815971
358,Noah Feldman,Politics and religion are technologies,http://www.ted.com/talks/view/id/358,"Noah Feldman makes a searing case that both politics and religion -- whatever their differences -- are similar technologies, designed to efficiently connect and manage any group of people.",TED2003,0:15:07,2/2003,10/1/08,12.84895495
2791,Anthony D. Romero,This is what democracy looks like,http://www.ted.com/talks/view/id/2791,"In a quest to make sense of the political environment in the United States in 2017, lawyer and ACLU executive director Anthony D. Romero turned to a surprising place -- a 14th-century fresco by Italian Renaissance master Ambrogio Lorenzetti. What could a 700-year-old painting possibly teach us about life today? Turns out, a lot. Romero explains all in a talk that's as striking as the painting itself.",TED2017,0:12:48,4/2017,5/24/17,13.11397025
1346,Danny Hillis,Back to the future (of 1994),http://www.ted.com/talks/view/id/1346,"From deep in the TED archive, Danny Hillis outlines an intriguing theory of how and why technological change seems to be accelerating, by linking it to the very evolution of life itself. The presentation techniques he uses may look dated, but the ideas are as relevant as ever.",TED1994,0:19:10,2/1994,2/3/12,13.26203488
1990,Mellody Hobson,Color blind or color brave?,http://www.ted.com/talks/view/id/1990,"The subject of race can be very touchy. As finance executive Mellody Hobson says, it's a ""conversational third rail."" But, she says, that's exactly why we need to start talking about it. In this engaging, persuasive talk, Hobson makes the case that speaking openly about race -- and particularly about diversity in hiring -- makes for better businesses and a better society.",TED2014,0:14:14,3/2014,5/5/14,14.57478484
1835,Jason Pontin,Can technology solve our big problems?,http://www.ted.com/talks/view/id/1835,"In 1969, Buzz Aldrinâ€™s historical step onto the moon leapt mankind into an era of technological possibility. The awesome power of technology was to be used to solve all of our big problems. Fast forward to present day, and what's happened? Are mobile apps all we have to show for ourselves? Journalist Jason Pontin looks closely at the challenges we face to using technology effectively ... for problems that really matter.",TED2013,0:10:03,2/2013,10/4/13,14.22151419
306,Freeman Dyson,Let's look for life in the outer solar system,http://www.ted.com/talks/view/id/306,"Physicist Freeman Dyson suggests that we start looking for life on the moons of Jupiter and out past Neptune, in the Kuiper belt and the Oort cloud. He talks about what such life would be like -- and how we might find it.",TED2003,0:19:11,2/2003,7/14/08,13.69039508
2304,eL Seed,Street art with a message of hope and peace,http://www.ted.com/talks/view/id/2304,"What does this gorgeous street art say? It's Arabic poetry, inspired by bold graffiti and placed where a message of hope and peace can do the most good. In this quietly passionate talk, artist and TED Fellow eL Seed describes his ambition: to create art so beautiful it needs no translation.",TED2015,0:05:39,3/2015,7/23/15,14.13633965
42,Martin Rees,Is this our final century?,http://www.ted.com/talks/view/id/42,"Speaking as both an astronomer and ""a concerned member of the human race,"" Sir Martin Rees examines our planet and its future from a cosmic perspective. He urges action to prevent dark consequences from our scientific and technological development.",TEDGlobal 2005,0:17:26,7/2005,1/17/07,14.55486791
2184,Kenneth Shinozuka,"My simple invention, designed to keep my grandfather safe",http://www.ted.com/talks/view/id/2184,"60% of people with dementia wander off, an issue that can prove hugely stressful for both patients and caregivers. In this charming talk, hear how teen inventor Kenneth Shinozuka came up with a novel solution to help his night-wandering grandfather and the aunt who looks after him ... and how he hopes to help others with Alzheimer's.",TEDYouth 2014,0:05:46,11/2014,2/12/15,14.24091685
